"Station Name","MCTAVISH"
"Province","QUEBEC"
"Latitude","45.51"
"Longitude","-73.58"
"Elevation","73.10"
"Climate Identifier","7024745"
"WMO Identifier","71612"
"TC Identifier","WTA"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-10-16 10:00","2012","10","16","10:00"," ","7.00","","1.20","","67.00","","3.00","","11.00","","","","99.84","","","","","","NA"
"2012-10-16 11:00","2012","10","16","11:00"," ","7.70","","1.10","","63.00","","7.00","","4.00","","","","99.85","","","","","","NA"
"2012-10-16 12:00","2012","10","16","12:00"," ","8.50","","1.10","","60.00","","3.00","","6.00","","","","99.87","","","","","","NA"
"2012-10-16 13:00","2012","10","16","13:00"," ","8.20","","1.00","","60.00","","31.00","","9.00","","","","99.90","","","","","","NA"
"2012-10-16 14:00","2012","10","16","14:00"," ","8.70","","0.90","","58.00","","29.00","","6.00","","","","99.91","","","","","","NA"
"2012-10-16 15:00","2012","10","16","15:00"," ","8.80","","0.70","","57.00","","28.00","","6.00","","","","99.93","","","","","","NA"
"2012-10-16 16:00","2012","10","16","16:00"," ","8.10","","-0.10","","56.00","","26.00","","6.00","","","","99.97","","","","","","NA"
"2012-10-16 17:00","2012","10","16","17:00"," ","7.20","","-0.30","","59.00","","1.00","","2.00","","","","100.01","","","","","","NA"
"2012-10-16 18:00","2012","10","16","18:00"," ","6.80","","-0.50","","60.00","","22.00","","2.00","","","","100.09","","","","","","NA"
"2012-10-16 19:00","2012","10","16","19:00"," ","5.80","","-0.40","","64.00","","34.00","","2.00","","","","100.13","","","","","","NA"
"2012-10-16 20:00","2012","10","16","20:00"," ","6.10","","-0.10","","64.00","","9.00","","2.00","","","","100.18","","","","","","NA"
"2012-10-16 21:00","2012","10","16","21:00"," ","5.10","","-1.00","","65.00","","10.00","","2.00","","","","100.22","","","","","","NA"
"2012-10-16 22:00","2012","10","16","22:00"," ","4.90","","-0.80","","67.00","","26.00","","2.00","","","","100.28","","","","","","NA"
"2012-10-16 23:00","2012","10","16","23:00"," ","3.20","","-0.40","","77.00","","23.00","","2.00","","","","100.30","","","","","","NA"
"2012-10-17 00:00","2012","10","17","00:00"," ","3.40","","0.50","","81.00","","26.00","","4.00","","","","100.35","","","","","","NA"
"2012-10-17 01:00","2012","10","17","01:00"," ","3.00","","0.70","","85.00","","24.00","","2.00","","","","100.42","","","","","","NA"
"2012-10-17 02:00","2012","10","17","02:00"," ","3.60","","1.40","","86.00","","30.00","","4.00","","","","100.46","","","","","","NA"
"2012-10-17 03:00","2012","10","17","03:00"," ","3.40","","0.00","","78.00","","29.00","","4.00","","","","100.48","","","","","","NA"
"2012-10-17 04:00","2012","10","17","04:00"," ","4.30","","0.10","","74.00","","21.00","","2.00","","","","100.52","","","","","","NA"
"2012-10-17 05:00","2012","10","17","05:00"," ","4.40","","-0.20","","72.00","","21.00","","2.00","","","","100.51","","","","","","NA"
"2012-10-17 06:00","2012","10","17","06:00"," ","3.70","","0.70","","81.00","","22.00","","4.00","","","","100.54","","","","","","NA"
"2012-10-17 07:00","2012","10","17","07:00"," ","4.60","","1.80","","82.00","","28.00","","6.00","","","","100.58","","","","","","NA"
"2012-10-17 08:00","2012","10","17","08:00"," ","6.50","","0.80","","67.00","","28.00","","6.00","","","","100.63","","","","","","NA"
"2012-10-17 09:00","2012","10","17","09:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-17 10:00","2012","10","17","10:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-17 11:00","2012","10","17","11:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-17 12:00","2012","10","17","12:00"," ","11.20","","1.60","","52.00","","24.00","","7.00","","","","100.53","","","","","","NA"
"2012-10-17 13:00","2012","10","17","13:00"," ","11.70","","2.80","","54.00","","21.00","","6.00","","","","100.46","","","","","","NA"
"2012-10-17 14:00","2012","10","17","14:00"," ","11.60","","1.50","","50.00","","23.00","","6.00","","","","100.46","","","","","","NA"
"2012-10-17 15:00","2012","10","17","15:00"," ","13.10","","1.80","","46.00","","24.00","","6.00","","","","100.43","","","","","","NA"
"2012-10-17 16:00","2012","10","17","16:00"," ","12.30","","2.70","","52.00","","20.00","","6.00","","","","100.46","","","","","","NA"
"2012-10-17 17:00","2012","10","17","17:00"," ","11.70","","2.70","","54.00","","21.00","","6.00","","","","100.45","","","","","","NA"
"2012-10-17 18:00","2012","10","17","18:00"," ","11.60","","3.40","","57.00","","22.00","","6.00","","","","100.53","","","","","","NA"
"2012-10-17 19:00","2012","10","17","19:00"," ","11.70","","2.40","","53.00","","21.00","","6.00","","","","100.51","","","","","","NA"
"2012-10-17 20:00","2012","10","17","20:00"," ","11.60","","2.50","","54.00","","21.00","","4.00","","","","100.53","","","","","","NA"
"2012-10-17 21:00","2012","10","17","21:00"," ","11.70","","3.40","","57.00","","20.00","","4.00","","","","100.53","","","","","","NA"
"2012-10-17 22:00","2012","10","17","22:00"," ","11.40","","3.60","","59.00","","20.00","","4.00","","","","100.53","","","","","","NA"
"2012-10-17 23:00","2012","10","17","23:00"," ","11.30","","3.50","","59.00","","23.00","","6.00","","","","100.51","","","","","","NA"
"2012-10-18 00:00","2012","10","18","00:00"," ","11.00","","4.00","","62.00","","22.00","","6.00","","","","100.51","","","","","","NA"
"2012-10-18 01:00","2012","10","18","01:00"," ","10.90","","4.60","","65.00","","20.00","","4.00","","","","100.51","","","","","","NA"
"2012-10-18 02:00","2012","10","18","02:00"," ","10.40","","5.00","","69.00","","21.00","","2.00","","","","100.50","","","","","","NA"
"2012-10-18 03:00","2012","10","18","03:00"," ","9.50","","5.50","","76.00","","0.00","","0.00","","","","100.49","","","","","","NA"
"2012-10-18 04:00","2012","10","18","04:00"," ","9.70","","4.90","","72.00","","0.00","","0.00","","","","100.51","","","","","","NA"
"2012-10-18 05:00","2012","10","18","05:00"," ","10.50","","5.00","","69.00","","0.00","","0.00","","","","100.54","","","","","","NA"
"2012-10-18 06:00","2012","10","18","06:00"," ","10.90","","5.00","","67.00","","21.00","","4.00","","","","100.58","","","","","","NA"
"2012-10-18 07:00","2012","10","18","07:00"," ","11.10","","5.20","","67.00","","18.00","","4.00","","","","100.57","","","","","","NA"
"2012-10-18 08:00","2012","10","18","08:00"," ","12.30","","5.50","","63.00","","19.00","","4.00","","","","100.63","","","","","","NA"
"2012-10-18 09:00","2012","10","18","09:00"," ","13.60","","6.40","","62.00","","16.00","","6.00","","","","100.60","","","","","","NA"
"2012-10-18 10:00","2012","10","18","10:00"," ","15.90","","5.50","","50.00","","18.00","","9.00","","","","100.58","","","","","","NA"
"2012-10-18 11:00","2012","10","18","11:00"," ","17.70","","5.60","","45.00","","16.00","","9.00","","","","100.55","","","","","","NA"
"2012-10-18 12:00","2012","10","18","12:00"," ","17.60","","4.30","","41.00","","16.00","","9.00","","","","100.51","","","","","","NA"
"2012-10-18 13:00","2012","10","18","13:00"," ","18.40","","3.90","","38.00","","15.00","","6.00","","","","100.45","","","","","","NA"
"2012-10-18 14:00","2012","10","18","14:00"," ","19.30","","0.20","","28.00","","18.00","","9.00","","","","100.41","","","","","","NA"
"2012-10-18 15:00","2012","10","18","15:00"," ","19.30","","0.50","","28.00","","16.00","","9.00","","","","100.40","","","","","","NA"
"2012-10-18 16:00","2012","10","18","16:00"," ","17.80","","2.60","","36.00","","20.00","","6.00","","","","100.36","","","","","","NA"
"2012-10-18 17:00","2012","10","18","17:00"," ","17.10","","4.30","","43.00","","19.00","","4.00","","","","100.37","","","","","","NA"
"2012-10-18 18:00","2012","10","18","18:00"," ","16.20","","5.20","","48.00","","20.00","","6.00","","","","100.44","","","","","","NA"
"2012-10-18 19:00","2012","10","18","19:00"," ","15.60","","5.50","","51.00","","19.00","","6.00","","","","100.48","","","","","","NA"
"2012-10-18 20:00","2012","10","18","20:00"," ","15.00","","6.00","","55.00","","20.00","","6.00","","","","100.53","","","","","","NA"
"2012-10-18 21:00","2012","10","18","21:00"," ","14.50","","5.40","","54.00","","20.00","","6.00","","","","100.57","","","","","","NA"
"2012-10-18 22:00","2012","10","18","22:00"," ","14.10","","5.10","","55.00","","21.00","","6.00","","","","100.60","","","","","","NA"
"2012-10-18 23:00","2012","10","18","23:00"," ","13.40","","5.00","","57.00","","20.00","","6.00","","","","100.58","","","","","","NA"
"2012-10-19 00:00","2012","10","19","00:00"," ","12.90","","4.70","","57.00","","20.00","","6.00","","","","100.57","","","","","","NA"
"2012-10-19 01:00","2012","10","19","01:00"," ","12.60","","4.70","","59.00","","21.00","","6.00","","","","100.57","","","","","","NA"
"2012-10-19 02:00","2012","10","19","02:00"," ","12.50","","5.20","","61.00","","21.00","","6.00","","","","100.55","","","","","","NA"
"2012-10-19 03:00","2012","10","19","03:00"," ","12.20","","5.90","","65.00","","20.00","","6.00","","","","100.60","","","","","","NA"
"2012-10-19 04:00","2012","10","19","04:00"," ","12.10","","6.40","","68.00","","20.00","","6.00","","","","100.57","","","","","","NA"
"2012-10-19 05:00","2012","10","19","05:00"," ","12.10","","7.70","","74.00","","20.00","","6.00","","","","100.58","","","","","","NA"
"2012-10-19 06:00","2012","10","19","06:00"," ","11.30","","9.20","","87.00","","19.00","","6.00","","","","100.56","","","","","","NA"
"2012-10-19 07:00","2012","10","19","07:00"," ","11.40","","9.70","","89.00","","18.00","","6.00","","","","100.61","","","","","","NA"
"2012-10-19 08:00","2012","10","19","08:00"," ","11.70","","10.20","","91.00","","14.00","","4.00","","","","100.55","","","","","","NA"
"2012-10-19 09:00","2012","10","19","09:00"," ","12.80","","10.70","","87.00","","15.00","","7.00","","","","100.43","","","","","","NA"
"2012-10-19 10:00","2012","10","19","10:00"," ","13.00","","11.10","","88.00","","19.00","","4.00","","","","100.43","","","","","","NA"
"2012-10-19 11:00","2012","10","19","11:00"," ","13.00","","11.40","","90.00","","17.00","","6.00","","","","100.38","","","","","","NA"
"2012-10-19 12:00","2012","10","19","12:00"," ","13.00","","11.90","","93.00","","19.00","","6.00","","","","100.37","","","","","","NA"
"2012-10-19 13:00","2012","10","19","13:00"," ","13.10","","12.10","","94.00","","16.00","","4.00","","","","100.27","","","","","","NA"
"2012-10-19 14:00","2012","10","19","14:00"," ","13.30","","12.30","","94.00","","14.00","","4.00","","","","100.15","","","","","","NA"
"2012-10-19 15:00","2012","10","19","15:00"," ","13.10","","12.10","","94.00","","13.00","","6.00","","","","100.04","","","","","","NA"
"2012-10-19 16:00","2012","10","19","16:00"," ","13.10","","12.10","","94.00","","36.00","","6.00","","","","100.01","","","","","","NA"
"2012-10-19 17:00","2012","10","19","17:00"," ","12.80","","12.20","","96.00","","4.00","","6.00","","","","99.99","","","","","","NA"
"2012-10-19 18:00","2012","10","19","18:00"," ","12.60","","12.10","","97.00","","3.00","","6.00","","","","99.93","","","","","","NA"
"2012-10-19 19:00","2012","10","19","19:00"," ","13.50","","13.10","","97.00","","24.00","","2.00","","","","99.88","","","","","","NA"
"2012-10-19 20:00","2012","10","19","20:00"," ","13.50","","12.90","","96.00","","5.00","","4.00","","","","99.82","","","","","","NA"
"2012-10-19 21:00","2012","10","19","21:00"," ","13.20","","12.70","","97.00","","13.00","","4.00","","","","99.76","","","","","","NA"
"2012-10-19 22:00","2012","10","19","22:00"," ","12.90","","12.30","","96.00","","2.00","","6.00","","","","99.74","","","","","","NA"
"2012-10-19 23:00","2012","10","19","23:00"," ","12.80","","12.30","","97.00","","1.00","","6.00","","","","99.72","","","","","","NA"
"2012-10-20 00:00","2012","10","20","00:00"," ","12.70","","12.20","","97.00","","3.00","","6.00","","","","99.62","","","","","","NA"
"2012-10-20 01:00","2012","10","20","01:00"," ","12.50","","12.10","","97.00","","2.00","","6.00","","","","99.56","","","","","","NA"
"2012-10-20 02:00","2012","10","20","02:00"," ","12.50","","12.20","","98.00","","3.00","","6.00","","","","99.47","","","","","","NA"
"2012-10-20 03:00","2012","10","20","03:00"," ","13.40","","13.10","","98.00","","15.00","","7.00","","","","99.43","","","","","","NA"
"2012-10-20 04:00","2012","10","20","04:00"," ","13.30","","12.90","","97.00","","1.00","","2.00","","","","99.25","","","","","","NA"
"2012-10-20 05:00","2012","10","20","05:00"," ","13.20","","12.70","","97.00","","2.00","","2.00","","","","99.40","","","","","","NA"
"2012-10-20 06:00","2012","10","20","06:00"," ","13.40","","13.00","","97.00","","0.00","","0.00","","","","99.42","","","","","","NA"
"2012-10-20 07:00","2012","10","20","07:00"," ","13.80","","13.30","","97.00","","20.00","","6.00","","","","99.45","","","","","","NA"
"2012-10-20 08:00","2012","10","20","08:00"," ","14.30","","13.10","","92.00","","19.00","","4.00","","","","99.44","","","","","","NA"
"2012-10-20 09:00","2012","10","20","09:00"," ","14.80","","12.90","","88.00","","20.00","","4.00","","","","","M","","","","","NA"
"2012-10-20 10:00","2012","10","20","10:00"," ","16.10","","13.00","","82.00","","25.00","","6.00","","","","99.45","","","","","","NA"
"2012-10-20 11:00","2012","10","20","11:00"," ","16.50","","13.00","","80.00","","22.00","","6.00","","","","99.49","","","","","","NA"
"2012-10-20 12:00","2012","10","20","12:00"," ","17.80","","12.30","","70.00","","22.00","","6.00","","","","99.46","","","","","","NA"
"2012-10-20 13:00","2012","10","20","13:00"," ","17.10","","11.50","","70.00","","34.00","","6.00","","","","99.35","","","","","","NA"
"2012-10-20 14:00","2012","10","20","14:00"," ","17.50","","10.40","","63.00","","26.00","","6.00","","","","99.35","","","","","","NA"
"2012-10-20 15:00","2012","10","20","15:00"," ","16.50","","9.90","","65.00","","33.00","","7.00","","","","99.31","","","","","","NA"
"2012-10-20 16:00","2012","10","20","16:00"," ","13.70","","9.80","","77.00","","20.00","","6.00","","","","99.46","","","","","","NA"
"2012-10-20 17:00","2012","10","20","17:00"," ","12.60","","9.90","","84.00","","31.00","","2.00","","","","99.52","","","","","","NA"
"2012-10-20 18:00","2012","10","20","18:00"," ","11.40","","8.00","","80.00","","20.00","","2.00","","","","99.58","","","","","","NA"
"2012-10-20 19:00","2012","10","20","19:00"," ","11.40","","6.70","","73.00","","28.00","","2.00","","","","99.63","","","","","","NA"
"2012-10-20 20:00","2012","10","20","20:00"," ","11.50","","6.00","","69.00","","20.00","","6.00","","","","99.63","","","","","","NA"
"2012-10-20 21:00","2012","10","20","21:00"," ","10.80","","6.60","","75.00","","21.00","","4.00","","","","99.64","","","","","","NA"
"2012-10-20 22:00","2012","10","20","22:00"," ","10.20","","6.10","","76.00","","19.00","","6.00","","","","99.62","","","","","","NA"
"2012-10-20 23:00","2012","10","20","23:00"," ","9.30","","5.80","","79.00","","21.00","","6.00","","","","99.64","","","","","","NA"
"2012-10-21 00:00","2012","10","21","00:00"," ","8.60","","5.80","","83.00","","17.00","","6.00","","","","99.65","","","","","","NA"
"2012-10-21 01:00","2012","10","21","01:00"," ","9.30","","6.60","","83.00","","19.00","","6.00","","","","99.71","","","","","","NA"
"2012-10-21 02:00","2012","10","21","02:00"," ","9.80","","6.80","","82.00","","20.00","","6.00","","","","99.72","","","","","","NA"
"2012-10-21 03:00","2012","10","21","03:00"," ","10.10","","6.80","","80.00","","19.00","","7.00","","","","99.70","","","","","","NA"
"2012-10-21 04:00","2012","10","21","04:00"," ","9.80","","6.70","","81.00","","19.00","","7.00","","","","99.67","","","","","","NA"
"2012-10-21 05:00","2012","10","21","05:00"," ","9.70","","6.90","","83.00","","19.00","","7.00","","","","","M","","","","","NA"
"2012-10-21 06:00","2012","10","21","06:00"," ","9.40","","7.90","","90.00","","20.00","","6.00","","","","99.76","","","","","","NA"
"2012-10-21 07:00","2012","10","21","07:00"," ","9.70","","7.50","","86.00","","20.00","","7.00","","","","99.80","","","","","","NA"
"2012-10-21 08:00","2012","10","21","08:00"," ","10.40","","7.40","","82.00","","21.00","","6.00","","","","99.82","","","","","","NA"
"2012-10-21 09:00","2012","10","21","09:00"," ","10.30","","6.20","","76.00","","21.00","","7.00","","","","99.82","","","","","","NA"
"2012-10-21 10:00","2012","10","21","10:00"," ","10.50","","5.90","","73.00","","21.00","","7.00","","","","99.85","","","","","","NA"
"2012-10-21 11:00","2012","10","21","11:00"," ","11.30","","6.00","","70.00","","18.00","","6.00","","","","99.87","","","","","","NA"
"2012-10-21 12:00","2012","10","21","12:00"," ","12.10","","6.20","","67.00","","19.00","","6.00","","","","99.84","","","","","","NA"
"2012-10-21 13:00","2012","10","21","13:00"," ","12.30","","5.60","","64.00","","23.00","","6.00","","","","99.85","","","","","","NA"
"2012-10-21 14:00","2012","10","21","14:00"," ","12.30","","5.70","","64.00","","26.00","","6.00","","","","99.87","","","","","","NA"
"2012-10-21 15:00","2012","10","21","15:00"," ","11.70","","5.60","","66.00","","24.00","","7.00","","","","99.94","","","","","","NA"
"2012-10-21 16:00","2012","10","21","16:00"," ","11.80","","5.60","","66.00","","27.00","","6.00","","","","99.98","","","","","","NA"
"2012-10-21 17:00","2012","10","21","17:00"," ","11.50","","5.70","","68.00","","25.00","","6.00","","","","100.04","","","","","","NA"
"2012-10-21 18:00","2012","10","21","18:00"," ","11.30","","6.00","","70.00","","21.00","","4.00","","","","100.09","","","","","","NA"
"2012-10-21 19:00","2012","10","21","19:00"," ","11.10","","5.80","","70.00","","26.00","","4.00","","","","100.13","","","","","","NA"
"2012-10-21 20:00","2012","10","21","20:00"," ","11.10","","5.70","","69.00","","16.00","","4.00","","","","100.16","","","","","","NA"
"2012-10-21 21:00","2012","10","21","21:00"," ","10.90","","5.60","","70.00","","19.00","","4.00","","","","100.21","","","","","","NA"
"2012-10-21 22:00","2012","10","21","22:00"," ","10.20","","4.90","","70.00","","27.00","","4.00","","","","100.25","","","","","","NA"
"2012-10-21 23:00","2012","10","21","23:00"," ","9.80","","4.60","","70.00","","23.00","","6.00","","","","100.27","","","","","","NA"
"2012-10-22 00:00","2012","10","22","00:00"," ","8.60","","4.20","","74.00","","26.00","","4.00","","","","100.29","","","","","","NA"
"2012-10-22 01:00","2012","10","22","01:00"," ","8.10","","3.90","","75.00","","18.00","","4.00","","","","100.32","","","","","","NA"
"2012-10-22 02:00","2012","10","22","02:00"," ","7.60","","3.80","","77.00","","27.00","","4.00","","","","100.35","","","","","","NA"
"2012-10-22 03:00","2012","10","22","03:00"," ","7.30","","3.80","","78.00","","22.00","","6.00","","","","100.37","","","","","","NA"
"2012-10-22 04:00","2012","10","22","04:00"," ","7.20","","3.80","","79.00","","22.00","","6.00","","","","100.38","","","","","","NA"
"2012-10-22 05:00","2012","10","22","05:00"," ","7.40","","4.10","","80.00","","23.00","","7.00","","","","100.43","","","","","","NA"
"2012-10-22 06:00","2012","10","22","06:00"," ","7.30","","4.00","","80.00","","27.00","","4.00","","","","100.48","","","","","","NA"
"2012-10-22 07:00","2012","10","22","07:00"," ","7.80","","4.30","","79.00","","23.00","","6.00","","","","100.53","","","","","","NA"
"2012-10-22 08:00","2012","10","22","08:00"," ","9.40","","4.70","","72.00","","31.00","","6.00","","","","100.56","","","","","","NA"
"2012-10-22 09:00","2012","10","22","09:00"," ","9.90","","5.40","","74.00","","33.00","","6.00","","","","100.61","","","","","","NA"
"2012-10-22 10:00","2012","10","22","10:00"," ","11.50","","5.90","","68.00","","23.00","","6.00","","","","100.55","","","","","","NA"
"2012-10-22 11:00","2012","10","22","11:00"," ","12.00","","5.00","","62.00","","1.00","","9.00","","","","100.59","","","","","","NA"
"2012-10-22 12:00","2012","10","22","12:00"," ","12.70","","5.20","","60.00","","34.00","","9.00","","","","100.56","","","","","","NA"
"2012-10-22 13:00","2012","10","22","13:00"," ","14.20","","5.00","","54.00","","2.00","","7.00","","","","100.54","","","","","","NA"
"2012-10-22 14:00","2012","10","22","14:00"," ","14.70","","3.70","","48.00","","35.00","","11.00","","","","100.58","","","","","","NA"
"2012-10-22 15:00","2012","10","22","15:00"," ","14.70","","4.60","","51.00","","30.00","","6.00","","","","100.58","","","","","","NA"
"2012-10-22 16:00","2012","10","22","16:00"," ","13.50","","4.60","","55.00","","25.00","","4.00","","","","100.61","","","","","","NA"
"2012-10-22 17:00","2012","10","22","17:00"," ","13.10","","4.80","","57.00","","25.00","","4.00","","","","100.66","","","","","","NA"
"2012-10-22 18:00","2012","10","22","18:00"," ","12.60","","5.10","","60.00","","18.00","","4.00","","","","100.71","","","","","","NA"
"2012-10-22 19:00","2012","10","22","19:00"," ","11.80","","5.70","","66.00","","24.00","","4.00","","","","100.76","","","","","","NA"
"2012-10-22 20:00","2012","10","22","20:00"," ","11.00","","5.70","","70.00","","23.00","","2.00","","","","100.81","","","","","","NA"
"2012-10-22 21:00","2012","10","22","21:00"," ","10.40","","5.80","","73.00","","36.00","","2.00","","","","100.86","","","","","","NA"
"2012-10-22 22:00","2012","10","22","22:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-22 23:00","2012","10","22","23:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-23 00:00","2012","10","23","00:00"," ","8.60","","4.90","","78.00","","34.00","","4.00","","","","100.90","","","","","","NA"
"2012-10-23 01:00","2012","10","23","01:00"," ","8.10","","4.40","","77.00","","34.00","","6.00","","","","100.92","","","","","","NA"
"2012-10-23 02:00","2012","10","23","02:00"," ","7.60","","4.20","","79.00","","31.00","","7.00","","","","100.94","","","","","","NA"
"2012-10-23 03:00","2012","10","23","03:00"," ","7.90","","4.00","","76.00","","32.00","","6.00","","","","100.91","","","","","","NA"
"2012-10-23 04:00","2012","10","23","04:00"," ","7.40","","3.90","","78.00","","31.00","","7.00","","","","100.99","","","","","","NA"
"2012-10-23 05:00","2012","10","23","05:00"," ","7.00","","3.60","","79.00","","32.00","","6.00","","","","101.06","","","","","","NA"
"2012-10-23 06:00","2012","10","23","06:00"," ","5.90","","3.40","","84.00","","32.00","","6.00","","","","101.14","","","","","","NA"
"2012-10-23 07:00","2012","10","23","07:00"," ","7.40","","3.90","","78.00","","33.00","","6.00","","","","101.22","","","","","","NA"
"2012-10-23 08:00","2012","10","23","08:00"," ","8.20","","4.10","","75.00","","3.00","","6.00","","","","101.29","","","","","","NA"
"2012-10-23 09:00","2012","10","23","09:00"," ","8.70","","3.20","","68.00","","5.00","","7.00","","","","101.30","","","","","","NA"
"2012-10-23 10:00","2012","10","23","10:00"," ","9.40","","3.40","","66.00","","3.00","","4.00","","","","101.25","","","","","","NA"
"2012-10-23 11:00","2012","10","23","11:00"," ","11.00","","4.30","","63.00","","35.00","","2.00","","","","101.21","","","","","","NA"
"2012-10-23 12:00","2012","10","23","12:00"," ","10.50","","3.40","","61.00","","2.00","","6.00","","","","101.16","","","","","","NA"
"2012-10-23 13:00","2012","10","23","13:00"," ","12.00","","1.40","","48.00","","33.00","","4.00","","","","101.12","","","","","","NA"
"2012-10-23 14:00","2012","10","23","14:00"," ","12.60","","0.30","","43.00","","3.00","","4.00","","","","101.13","","","","","","NA"
"2012-10-23 15:00","2012","10","23","15:00"," ","12.60","","0.30","","43.00","","33.00","","6.00","","","","101.13","","","","","","NA"
"2012-10-23 16:00","2012","10","23","16:00"," ","11.80","","3.00","","55.00","","16.00","","4.00","","","","101.12","","","","","","NA"
"2012-10-23 17:00","2012","10","23","17:00"," ","10.00","","3.50","","64.00","","26.00","","2.00","","","","101.17","","","","","","NA"
"2012-10-23 18:00","2012","10","23","18:00"," ","9.90","","3.60","","65.00","","29.00","","6.00","","","","101.21","","","","","","NA"
"2012-10-23 19:00","2012","10","23","19:00"," ","8.80","","3.70","","70.00","","29.00","","6.00","","","","101.26","","","","","","NA"
"2012-10-23 20:00","2012","10","23","20:00"," ","8.00","","3.60","","74.00","","32.00","","4.00","","","","101.29","","","","","","NA"
"2012-10-23 21:00","2012","10","23","21:00"," ","8.20","","4.10","","75.00","","29.00","","4.00","","","","101.31","","","","","","NA"
"2012-10-23 22:00","2012","10","23","22:00"," ","9.20","","3.80","","69.00","","2.00","","7.00","","","","101.33","","","","","","NA"
"2012-10-23 23:00","2012","10","23","23:00"," ","8.30","","-0.20","","55.00","","2.00","","6.00","","","","101.39","","","","","","NA"
"2012-10-24 00:00","2012","10","24","00:00"," ","7.70","","-0.30","","57.00","","2.00","","7.00","","","","101.38","","","","","","NA"
"2012-10-24 01:00","2012","10","24","01:00"," ","6.90","","-0.40","","60.00","","1.00","","7.00","","","","101.41","","","","","","NA"
"2012-10-24 02:00","2012","10","24","02:00"," ","6.40","","-1.10","","59.00","","3.00","","9.00","","","","101.47","","","","","","NA"
"2012-10-24 03:00","2012","10","24","03:00"," ","5.90","","-0.80","","62.00","","2.00","","6.00","","","","101.48","","","","","","NA"
"2012-10-24 04:00","2012","10","24","04:00"," ","5.40","","-1.40","","62.00","","3.00","","6.00","","","","101.48","","","","","","NA"
"2012-10-24 05:00","2012","10","24","05:00"," ","5.20","","-0.40","","67.00","","2.00","","6.00","","","","101.49","","","","","","NA"
"2012-10-24 06:00","2012","10","24","06:00"," ","5.00","","-0.20","","69.00","","3.00","","6.00","","","","101.50","","","","","","NA"
"2012-10-24 07:00","2012","10","24","07:00"," ","4.60","","-0.10","","72.00","","1.00","","7.00","","","","101.56","","","","","","NA"
"2012-10-24 08:00","2012","10","24","08:00"," ","5.40","","-0.40","","66.00","","4.00","","7.00","","","","101.60","","","","","","NA"
"2012-10-24 09:00","2012","10","24","09:00"," ","6.70","","-0.50","","60.00","","11.00","","7.00","","","","101.59","","","","","","NA"
"2012-10-24 10:00","2012","10","24","10:00"," ","7.00","","-0.20","","60.00","","2.00","","7.00","","","","101.58","","","","","","NA"
"2012-10-24 11:00","2012","10","24","11:00"," ","7.30","","-1.00","","56.00","","4.00","","6.00","","","","101.50","","","","","","NA"
"2012-10-24 12:00","2012","10","24","12:00"," ","8.30","","-0.40","","54.00","","4.00","","4.00","","","","101.43","","","","","","NA"
"2012-10-24 13:00","2012","10","24","13:00"," ","9.80","","-0.10","","50.00","","7.00","","4.00","","","","101.36","","","","","","NA"
"2012-10-24 14:00","2012","10","24","14:00"," ","10.80","","-0.80","","45.00","","4.00","","4.00","","","","101.33","","","","","","NA"
"2012-10-24 15:00","2012","10","24","15:00"," ","10.70","","-2.40","","40.00","","4.00","","7.00","","","","101.33","","","","","","NA"
"2012-10-24 16:00","2012","10","24","16:00"," ","10.80","","-2.60","","39.00","","5.00","","6.00","","","","101.33","","","","","","NA"
"2012-10-24 17:00","2012","10","24","17:00"," ","10.40","","-0.90","","45.00","","5.00","","7.00","","","","101.38","","","","","","NA"
"2012-10-24 18:00","2012","10","24","18:00"," ","10.20","","-0.40","","48.00","","7.00","","6.00","","","","101.42","","","","","","NA"
"2012-10-24 19:00","2012","10","24","19:00"," ","9.90","","-0.10","","50.00","","6.00","","6.00","","","","101.41","","","","","","NA"
"2012-10-24 20:00","2012","10","24","20:00"," ","9.70","","0.00","","51.00","","6.00","","4.00","","","","101.43","","","","","","NA"
"2012-10-24 21:00","2012","10","24","21:00"," ","9.70","","-3.00","","41.00","","1.00","","6.00","","","","101.45","","","","","","NA"
"2012-10-24 22:00","2012","10","24","22:00"," ","8.90","","-1.40","","48.00","","1.00","","6.00","","","","101.45","","","","","","NA"
"2012-10-24 23:00","2012","10","24","23:00"," ","8.90","","-1.40","","48.00","","2.00","","7.00","","","","101.48","","","","","","NA"
