"Station Name","MCTAVISH"
"Province","QUEBEC"
"Latitude","45.51"
"Longitude","-73.58"
"Elevation","73.10"
"Climate Identifier","7024745"
"WMO Identifier","71612"
"TC Identifier","WTA"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-10-25 00:00","2012","10","25","00:00"," ","8.60","","-0.90","","51.00","","3.00","","7.00","","","","101.50","","","","","","NA"
"2012-10-25 01:00","2012","10","25","01:00"," ","8.50","","-1.00","","51.00","","3.00","","6.00","","","","101.52","","","","","","NA"
"2012-10-25 02:00","2012","10","25","02:00"," ","7.70","","-0.30","","57.00","","3.00","","6.00","","","","101.48","","","","","","NA"
"2012-10-25 03:00","2012","10","25","03:00"," ","7.20","","-0.20","","59.00","","3.00","","6.00","","","","101.42","","","","","","NA"
"2012-10-25 04:00","2012","10","25","04:00"," ","6.20","","0.20","","65.00","","2.00","","6.00","","","","101.46","","","","","","NA"
"2012-10-25 05:00","2012","10","25","05:00"," ","5.50","","0.10","","68.00","","3.00","","7.00","","","","101.49","","","","","","NA"
"2012-10-25 06:00","2012","10","25","06:00"," ","4.70","","0.90","","76.00","","3.00","","9.00","","","","101.51","","","","","","NA"
"2012-10-25 07:00","2012","10","25","07:00"," ","4.30","","0.80","","78.00","","1.00","","11.00","","","","101.54","","","","","","NA"
"2012-10-25 08:00","2012","10","25","08:00"," ","4.40","","0.20","","74.00","","1.00","","11.00","","","","101.55","","","","","","NA"
"2012-10-25 09:00","2012","10","25","09:00"," ","5.10","","0.20","","71.00","","1.00","","9.00","","","","101.56","","","","","","NA"
"2012-10-25 10:00","2012","10","25","10:00"," ","6.90","","0.70","","65.00","","36.00","","7.00","","","","101.46","","","","","","NA"
"2012-10-25 11:00","2012","10","25","11:00"," ","9.00","","1.20","","58.00","","2.00","","6.00","","","","101.47","","","","","","NA"
"2012-10-25 12:00","2012","10","25","12:00"," ","10.20","","2.00","","57.00","","3.00","","6.00","","","","101.37","","","","","","NA"
"2012-10-25 13:00","2012","10","25","13:00"," ","11.50","","2.70","","55.00","","3.00","","6.00","","","","101.30","","","","","","NA"
"2012-10-25 14:00","2012","10","25","14:00"," ","12.30","","3.30","","54.00","","1.00","","6.00","","","","101.27","","","","","","NA"
"2012-10-25 15:00","2012","10","25","15:00"," ","12.80","","3.90","","55.00","","4.00","","6.00","","","","101.20","","","","","","NA"
"2012-10-25 16:00","2012","10","25","16:00"," ","12.70","","4.20","","56.00","","2.00","","6.00","","","","100.94","","","","","","NA"
"2012-10-25 17:00","2012","10","25","17:00"," ","12.10","","4.40","","59.00","","4.00","","4.00","","","","101.19","","","","","","NA"
"2012-10-25 18:00","2012","10","25","18:00"," ","11.70","","5.90","","68.00","","35.00","","4.00","","","","101.16","","","","","","NA"
"2012-10-25 19:00","2012","10","25","19:00"," ","10.90","","6.00","","72.00","","34.00","","2.00","","","","101.15","","","","","","NA"
"2012-10-25 20:00","2012","10","25","20:00"," ","12.30","","8.00","","75.00","","21.00","","2.00","","","","101.12","","","","","","NA"
"2012-10-25 21:00","2012","10","25","21:00"," ","12.50","","8.60","","77.00","","17.00","","2.00","","","","101.11","","","","","","NA"
"2012-10-25 22:00","2012","10","25","22:00"," ","13.30","","9.90","","80.00","","20.00","","6.00","","","","101.09","","","","","","NA"
"2012-10-25 23:00","2012","10","25","23:00"," ","13.40","","10.60","","83.00","","21.00","","7.00","","","","101.03","","","","","","NA"
"2012-10-26 00:00","2012","10","26","00:00"," ","13.40","","10.80","","84.00","","20.00","","7.00","","","","101.04","","","","","","NA"
"2012-10-26 01:00","2012","10","26","01:00"," ","13.20","","10.80","","85.00","","21.00","","6.00","","","","101.06","","","","","","NA"
"2012-10-26 02:00","2012","10","26","02:00"," ","13.20","","10.90","","86.00","","20.00","","7.00","","","","101.05","","","","","","NA"
"2012-10-26 03:00","2012","10","26","03:00"," ","12.90","","11.00","","88.00","","21.00","","7.00","","","","101.06","","","","","","NA"
"2012-10-26 04:00","2012","10","26","04:00"," ","12.70","","11.10","","90.00","","20.00","","7.00","","","","101.06","","","","","","NA"
"2012-10-26 05:00","2012","10","26","05:00"," ","12.50","","11.00","","91.00","","20.00","","4.00","","","","101.09","","","","","","NA"
"2012-10-26 06:00","2012","10","26","06:00"," ","12.50","","10.80","","89.00","","19.00","","6.00","","","","101.11","","","","","","NA"
"2012-10-26 07:00","2012","10","26","07:00"," ","12.60","","11.10","","91.00","","20.00","","6.00","","","","101.11","","","","","","NA"
"2012-10-26 08:00","2012","10","26","08:00"," ","13.50","","11.40","","87.00","","19.00","","7.00","","","","101.14","","","","","","NA"
"2012-10-26 09:00","2012","10","26","09:00"," ","14.90","","11.80","","82.00","","20.00","","7.00","","","","101.13","","","","","","NA"
"2012-10-26 10:00","2012","10","26","10:00"," ","16.30","","12.00","","76.00","","21.00","","6.00","","","","101.08","","","","","","NA"
"2012-10-26 11:00","2012","10","26","11:00"," ","17.70","","12.30","","71.00","","17.00","","7.00","","","","101.09","","","","","","NA"
"2012-10-26 12:00","2012","10","26","12:00"," ","18.90","","12.30","","66.00","","14.00","","6.00","","","","101.03","","","","","","NA"
"2012-10-26 13:00","2012","10","26","13:00"," ","19.40","","12.20","","63.00","","19.00","","9.00","","","","100.97","","","","","","NA"
"2012-10-26 14:00","2012","10","26","14:00"," ","19.60","","12.20","","62.00","","18.00","","7.00","","","","100.98","","","","","","NA"
"2012-10-26 15:00","2012","10","26","15:00"," ","18.80","","12.00","","65.00","","17.00","","9.00","","","","100.95","","","","","","NA"
"2012-10-26 16:00","2012","10","26","16:00"," ","17.50","","11.80","","69.00","","20.00","","7.00","","","","100.91","","","","","","NA"
"2012-10-26 17:00","2012","10","26","17:00"," ","16.50","","11.90","","74.00","","19.00","","7.00","","","","100.92","","","","","","NA"
"2012-10-26 18:00","2012","10","26","18:00"," ","15.20","","11.50","","79.00","","20.00","","7.00","","","","100.97","","","","","","NA"
"2012-10-26 19:00","2012","10","26","19:00"," ","14.80","","11.50","","81.00","","19.00","","6.00","","","","100.99","","","","","","NA"
"2012-10-26 20:00","2012","10","26","20:00"," ","14.20","","11.40","","83.00","","20.00","","7.00","","","","101.01","","","","","","NA"
"2012-10-26 21:00","2012","10","26","21:00"," ","13.80","","11.30","","85.00","","21.00","","7.00","","","","100.99","","","","","","NA"
"2012-10-26 22:00","2012","10","26","22:00"," ","13.50","","11.20","","86.00","","21.00","","6.00","","","","101.01","","","","","","NA"
"2012-10-26 23:00","2012","10","26","23:00"," ","13.30","","11.30","","88.00","","19.00","","4.00","","","","101.02","","","","","","NA"
"2012-10-27 00:00","2012","10","27","00:00"," ","13.10","","11.20","","88.00","","20.00","","6.00","","","","101.01","","","","","","NA"
"2012-10-27 01:00","2012","10","27","01:00"," ","13.10","","11.30","","89.00","","26.00","","2.00","","","","100.99","","","","","","NA"
"2012-10-27 02:00","2012","10","27","02:00"," ","13.10","","11.40","","89.00","","0.00","","0.00","","","","100.98","","","","","","NA"
"2012-10-27 03:00","2012","10","27","03:00"," ","12.90","","11.10","","89.00","","2.00","","6.00","","","","100.90","","","","","","NA"
"2012-10-27 04:00","2012","10","27","04:00"," ","12.80","","11.20","","90.00","","0.00","","0.00","","","","100.82","","","","","","NA"
"2012-10-27 05:00","2012","10","27","05:00"," ","12.60","","11.30","","92.00","","36.00","","6.00","","","","100.94","","","","","","NA"
"2012-10-27 06:00","2012","10","27","06:00"," ","12.30","","11.00","","92.00","","3.00","","7.00","","","","101.00","","","","","","NA"
"2012-10-27 07:00","2012","10","27","07:00"," ","12.00","","11.10","","94.00","","4.00","","4.00","","","","100.97","","","","","","NA"
"2012-10-27 08:00","2012","10","27","08:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-27 09:00","2012","10","27","09:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-27 10:00","2012","10","27","10:00"," ","12.10","","11.10","","94.00","","2.00","","6.00","","","","100.97","","","","","","NA"
"2012-10-27 11:00","2012","10","27","11:00"," ","12.90","","11.20","","89.00","","2.00","","7.00","","","","100.93","","","","","","NA"
"2012-10-27 12:00","2012","10","27","12:00"," ","13.70","","11.30","","85.00","","5.00","","7.00","","","","100.84","","","","","","NA"
"2012-10-27 13:00","2012","10","27","13:00"," ","14.10","","10.80","","81.00","","2.00","","7.00","","","","100.79","","","","","","NA"
"2012-10-27 14:00","2012","10","27","14:00"," ","13.80","","9.60","","76.00","","1.00","","9.00","","","","100.74","","","","","","NA"
"2012-10-27 15:00","2012","10","27","15:00"," ","14.20","","9.30","","72.00","","2.00","","7.00","","","","100.70","","","","","","NA"
"2012-10-27 16:00","2012","10","27","16:00"," ","14.30","","9.30","","72.00","","4.00","","6.00","","","","100.68","","","","","","NA"
"2012-10-27 17:00","2012","10","27","17:00"," ","14.70","","9.40","","71.00","","3.00","","6.00","","","","100.68","","","","","","NA"
"2012-10-27 18:00","2012","10","27","18:00"," ","14.00","","8.50","","69.00","","3.00","","6.00","","","","100.73","","","","","","NA"
"2012-10-27 19:00","2012","10","27","19:00"," ","13.50","","8.40","","71.00","","3.00","","7.00","","","","100.72","","","","","","NA"
"2012-10-27 20:00","2012","10","27","20:00"," ","13.10","","7.50","","69.00","","2.00","","7.00","","","","100.73","","","","","","NA"
"2012-10-27 21:00","2012","10","27","21:00"," ","12.80","","7.50","","70.00","","3.00","","6.00","","","","100.73","","","","","","NA"
"2012-10-27 22:00","2012","10","27","22:00"," ","12.20","","7.90","","75.00","","1.00","","6.00","","","","100.73","","","","","","NA"
"2012-10-27 23:00","2012","10","27","23:00"," ","11.80","","8.40","","80.00","","1.00","","7.00","","","","100.74","","","","","","NA"
"2012-10-28 00:00","2012","10","28","00:00"," ","10.90","","7.90","","82.00","","36.00","","9.00","","","","100.78","","","","","","NA"
"2012-10-28 01:00","2012","10","28","01:00"," ","10.50","","7.20","","80.00","","36.00","","11.00","","","","100.79","","","","","","NA"
"2012-10-28 02:00","2012","10","28","02:00"," ","10.10","","7.30","","83.00","","36.00","","9.00","","","","100.79","","","","","","NA"
"2012-10-28 03:00","2012","10","28","03:00"," ","10.00","","7.00","","82.00","","1.00","","7.00","","","","100.81","","","","","","NA"
"2012-10-28 04:00","2012","10","28","04:00"," ","9.80","","6.90","","82.00","","1.00","","7.00","","","","100.81","","","","","","NA"
"2012-10-28 05:00","2012","10","28","05:00"," ","9.30","","6.80","","84.00","","35.00","","6.00","","","","100.85","","","","","","NA"
"2012-10-28 06:00","2012","10","28","06:00"," ","9.40","","6.90","","84.00","","1.00","","7.00","","","","100.85","","","","","","NA"
"2012-10-28 07:00","2012","10","28","07:00"," ","9.40","","7.00","","85.00","","1.00","","7.00","","","","100.91","","","","","","NA"
"2012-10-28 08:00","2012","10","28","08:00"," ","9.80","","7.50","","86.00","","1.00","","6.00","","","","100.93","","","","","","NA"
"2012-10-28 09:00","2012","10","28","09:00"," ","10.30","","7.80","","84.00","","1.00","","9.00","","","","100.90","","","","","","NA"
"2012-10-28 10:00","2012","10","28","10:00"," ","11.20","","8.30","","82.00","","2.00","","7.00","","","","100.87","","","","","","NA"
"2012-10-28 11:00","2012","10","28","11:00"," ","11.50","","8.30","","81.00","","3.00","","9.00","","","","100.86","","","","","","NA"
"2012-10-28 12:00","2012","10","28","12:00"," ","11.90","","7.90","","76.00","","2.00","","11.00","","","","100.78","","","","","","NA"
"2012-10-28 13:00","2012","10","28","13:00"," ","12.10","","7.50","","73.00","","1.00","","13.00","","","","100.76","","","","","","NA"
"2012-10-28 14:00","2012","10","28","14:00"," ","12.50","","7.30","","71.00","","2.00","","11.00","","","","100.70","","","","","","NA"
"2012-10-28 15:00","2012","10","28","15:00"," ","12.50","","6.90","","69.00","","2.00","","11.00","","","","100.66","","","","","","NA"
"2012-10-28 16:00","2012","10","28","16:00"," ","12.40","","6.80","","69.00","","2.00","","13.00","","","","100.64","","","","","","NA"
"2012-10-28 17:00","2012","10","28","17:00"," ","12.50","","6.90","","69.00","","2.00","","11.00","","","","100.60","","","","","","NA"
"2012-10-28 18:00","2012","10","28","18:00"," ","12.40","","7.40","","72.00","","2.00","","13.00","","","","100.59","","","","","","NA"
"2012-10-28 19:00","2012","10","28","19:00"," ","12.10","","7.60","","74.00","","2.00","","11.00","","","","100.60","","","","","","NA"
"2012-10-28 20:00","2012","10","28","20:00"," ","11.60","","7.50","","76.00","","2.00","","13.00","","","","100.64","","","","","","NA"
"2012-10-28 21:00","2012","10","28","21:00"," ","10.80","","7.50","","80.00","","1.00","","13.00","","","","100.62","","","","","","NA"
"2012-10-28 22:00","2012","10","28","22:00"," ","10.30","","7.50","","83.00","","2.00","","11.00","","","","100.61","","","","","","NA"
"2012-10-28 23:00","2012","10","28","23:00"," ","9.50","","7.20","","86.00","","2.00","","11.00","","","","100.57","","","","","","NA"
"2012-10-29 00:00","2012","10","29","00:00"," ","9.00","","7.00","","87.00","","2.00","","13.00","","","","100.55","","","","","","NA"
"2012-10-29 01:00","2012","10","29","01:00"," ","8.70","","6.90","","88.00","","1.00","","15.00","","","","100.49","","","","","","NA"
"2012-10-29 02:00","2012","10","29","02:00"," ","8.40","","6.50","","88.00","","2.00","","13.00","","","","100.43","","","","","","NA"
"2012-10-29 03:00","2012","10","29","03:00"," ","8.80","","6.70","","87.00","","3.00","","11.00","","","","100.39","","","","","","NA"
"2012-10-29 04:00","2012","10","29","04:00"," ","9.00","","6.90","","87.00","","3.00","","15.00","","","","","M","","","","","NA"
"2012-10-29 05:00","2012","10","29","05:00"," ","9.30","","7.20","","87.00","","3.00","","11.00","","","","100.31","","","","","","NA"
"2012-10-29 06:00","2012","10","29","06:00"," ","9.20","","7.30","","88.00","","3.00","","11.00","","","","100.27","","","","","","NA"
"2012-10-29 07:00","2012","10","29","07:00"," ","9.30","","7.40","","88.00","","2.00","","11.00","","","","100.30","","","","","","NA"
"2012-10-29 08:00","2012","10","29","08:00"," ","9.80","","7.70","","87.00","","2.00","","13.00","","","","100.26","","","","","","NA"
"2012-10-29 09:00","2012","10","29","09:00"," ","11.30","","8.40","","82.00","","3.00","","13.00","","","","100.19","","","","","","NA"
"2012-10-29 10:00","2012","10","29","10:00"," ","12.30","","8.80","","79.00","","4.00","","13.00","","","","100.15","","","","","","NA"
"2012-10-29 11:00","2012","10","29","11:00"," ","14.10","","9.30","","73.00","","4.00","","13.00","","","","99.93","","","","","","NA"
"2012-10-29 12:00","2012","10","29","12:00"," ","15.00","","10.00","","72.00","","2.00","","15.00","","","","99.81","","","","","","NA"
"2012-10-29 13:00","2012","10","29","13:00"," ","16.60","","9.70","","64.00","","4.00","","9.00","","","","99.83","","","","","","NA"
"2012-10-29 14:00","2012","10","29","14:00"," ","16.40","","10.10","","66.00","","4.00","","13.00","","","","99.75","","","","","","NA"
"2012-10-29 15:00","2012","10","29","15:00"," ","15.80","","10.10","","69.00","","4.00","","15.00","","","","99.71","","","","","","NA"
"2012-10-29 16:00","2012","10","29","16:00"," ","14.40","","10.20","","76.00","","4.00","","19.00","","","","99.67","","","","","","NA"
"2012-10-29 17:00","2012","10","29","17:00"," ","13.90","","9.60","","75.00","","3.00","","17.00","","","","99.53","","","","","","NA"
"2012-10-29 18:00","2012","10","29","18:00"," ","13.40","","9.60","","78.00","","3.00","","19.00","","","","99.45","","","","","","NA"
"2012-10-29 19:00","2012","10","29","19:00"," ","13.30","","9.80","","79.00","","3.00","","19.00","","","","99.33","","","","","","NA"
"2012-10-29 20:00","2012","10","29","20:00"," ","13.20","","9.80","","80.00","","3.00","","24.00","","","","99.19","","","","","","NA"
"2012-10-29 21:00","2012","10","29","21:00"," ","13.20","","9.90","","80.00","","3.00","","19.00","","","","99.14","","","","","","NA"
"2012-10-29 22:00","2012","10","29","22:00"," ","13.80","","10.10","","78.00","","3.00","","20.00","","","","99.05","","","","","","NA"
"2012-10-29 23:00","2012","10","29","23:00"," ","13.80","","10.40","","80.00","","3.00","","19.00","","","","99.00","","","","","","NA"
"2012-10-30 00:00","2012","10","30","00:00"," ","14.20","","10.60","","79.00","","3.00","","19.00","","","","98.95","","","","","","NA"
"2012-10-30 01:00","2012","10","30","01:00"," ","14.20","","10.70","","79.00","","3.00","","17.00","","","","98.91","","","","","","NA"
"2012-10-30 02:00","2012","10","30","02:00"," ","14.60","","10.80","","78.00","","3.00","","13.00","","","","98.98","","","","","","NA"
"2012-10-30 03:00","2012","10","30","03:00"," ","13.70","","10.90","","83.00","","2.00","","17.00","","","","98.87","","","","","","NA"
"2012-10-30 04:00","2012","10","30","04:00"," ","13.30","","10.80","","85.00","","2.00","","15.00","","","","98.91","","","","","","NA"
"2012-10-30 05:00","2012","10","30","05:00"," ","13.20","","10.80","","85.00","","2.00","","13.00","","","","98.94","","","","","","NA"
"2012-10-30 06:00","2012","10","30","06:00"," ","13.00","","10.80","","86.00","","1.00","","17.00","","","","98.98","","","","","","NA"
"2012-10-30 07:00","2012","10","30","07:00"," ","14.90","","11.80","","82.00","","4.00","","9.00","","","","99.03","","","","","","NA"
"2012-10-30 08:00","2012","10","30","08:00"," ","15.40","","11.90","","80.00","","6.00","","11.00","","","","99.10","","","","","","NA"
"2012-10-30 09:00","2012","10","30","09:00"," ","14.90","","12.80","","87.00","","36.00","","11.00","","","","99.13","","","","","","NA"
"2012-10-30 10:00","2012","10","30","10:00"," ","15.80","","13.50","","86.00","","4.00","","6.00","","","","99.19","","","","","","NA"
"2012-10-30 11:00","2012","10","30","11:00"," ","14.80","","13.70","","93.00","","36.00","","9.00","","","","99.16","","","","","","NA"
"2012-10-30 12:00","2012","10","30","12:00"," ","16.70","","14.70","","88.00","","35.00","","6.00","","","","99.09","","","","","","NA"
"2012-10-30 13:00","2012","10","30","13:00"," ","19.60","","13.00","","66.00","","16.00","","7.00","","","","99.08","","","","","","NA"
"2012-10-30 14:00","2012","10","30","14:00"," ","21.30","","12.80","","58.00","","16.00","","7.00","","","","99.10","","","","","","NA"
"2012-10-30 15:00","2012","10","30","15:00"," ","21.40","","9.90","","48.00","","19.00","","7.00","","","","99.09","","","","","","NA"
"2012-10-30 16:00","2012","10","30","16:00"," ","20.60","","8.60","","46.00","","19.00","","6.00","","","","99.09","","","","","","NA"
"2012-10-30 17:00","2012","10","30","17:00"," ","20.10","","10.10","","53.00","","13.00","","6.00","","","","99.15","","","","","","NA"
"2012-10-30 18:00","2012","10","30","18:00"," ","19.20","","11.30","","60.00","","11.00","","6.00","","","","99.21","","","","","","NA"
"2012-10-30 19:00","2012","10","30","19:00"," ","18.20","","11.90","","67.00","","6.00","","4.00","","","","99.24","","","","","","NA"
"2012-10-30 20:00","2012","10","30","20:00"," ","18.10","","12.60","","70.00","","6.00","","4.00","","","","99.20","","","","","","NA"
"2012-10-30 21:00","2012","10","30","21:00"," ","16.40","","13.70","","84.00","","3.00","","6.00","","","","99.20","","","","","","NA"
"2012-10-30 22:00","2012","10","30","22:00"," ","15.20","","14.00","","93.00","","4.00","","6.00","","","","99.08","","","","","","NA"
"2012-10-30 23:00","2012","10","30","23:00"," ","15.20","","14.20","","94.00","","3.00","","6.00","","","","99.04","","","","","","NA"
"2012-10-31 00:00","2012","10","31","00:00"," ","15.00","","14.20","","95.00","","9.00","","2.00","","","","99.00","","","","","","NA"
"2012-10-31 01:00","2012","10","31","01:00"," ","14.60","","13.70","","94.00","","12.00","","4.00","","","","98.93","","","","","","NA"
"2012-10-31 02:00","2012","10","31","02:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 03:00","2012","10","31","03:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 04:00","2012","10","31","04:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 05:00","2012","10","31","05:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 06:00","2012","10","31","06:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 07:00","2012","10","31","07:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 08:00","2012","10","31","08:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 09:00","2012","10","31","09:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 10:00","2012","10","31","10:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 11:00","2012","10","31","11:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 12:00","2012","10","31","12:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 13:00","2012","10","31","13:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 14:00","2012","10","31","14:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 15:00","2012","10","31","15:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 16:00","2012","10","31","16:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 17:00","2012","10","31","17:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 18:00","2012","10","31","18:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 19:00","2012","10","31","19:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 20:00","2012","10","31","20:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 21:00","2012","10","31","21:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 22:00","2012","10","31","22:00"," ","","","","","","","","","","","","","","","","","","",""
"2012-10-31 23:00","2012","10","31","23:00"," ","","","","","","","","","","","","","","","","","","",""
